-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,1,1,1,2,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,-1,-1,-1,15,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,9,9,9,5,2,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,3,-1,-1,-1,-1,-1,0,2,9,9,9,9,6,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,3,-1,-1,-1,-1,-1
-1,12,13,14,-1,-1,-1,-1,-1,8,10,-1,-1,-1,-1,15,7,-1,-1,12,13,13,13,13,14,-1,-1,6,-1,-1,11,3,-1,-1,-1,-1,8,10,-1,-1,-1,-1,4,1,2,-1,-1,-1,12,4,5,6,-1,-1,7,-1,-1,-1,0,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,15,-1,-1,-1,-1,-1,-1,-1,-1,15,6,14,-1,-1,11,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,-1,-1,4,5,6,-1,-1,11,-1,-1,-1,4,6
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,11,3,-1,-1,12,13,13,13,14,-1,4,5,6,14,-1,-1,-1,4,5,6,-1,-1,-1,-1,-1,-1,8,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,-1,12,4,5,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,4,5,6,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,5,9,10,-1,-1,-1,12,13,14,-1,-1,-1,-1,4,5,2,-1,-1,-1,-1,-1,-1,-1,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,2,-1,-1,-1,-1,-1,0,5,6,-1,-1,-1,-1,-1,12,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,8,9,9,13,14,-1,-1,-1,12,13,13,13,14,-1,-1,8,9,9,9,13,13,13,13,13,8,9,10,-1,-1,12,13,13,14,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
